# Snapshot of 437 maduin ERT invariants.
# Regenerate rows: git -C /Users/FreezingSnail/code/maduin show b7f75b2eb270747ec79b8669913d5199b9c48565:harness/maduin-test.el | awk '/^\(ert-deftest maduin-test-/{name=$2; domain=name; sub(/^maduin-test-/, "", domain); sub(/-.*/, "", domain); print name "\t" domain "\t" NR}'
# total: 437
maduin-test-review-repo-state-queries-and-fail-safe-scope	review	6791
maduin-test-review-repo-state-completion-drops-vanished-repo	review	6811
maduin-test-review-repo-io-verdict-mutations-stay-in-owner	review	6835
maduin-test-review-repo-io-gate-uses-repo-root-and-skips-diff-failure	review	6858
maduin-test-review-repo-io-refuses-nil-without-io	review	6881
maduin-test-review-repo-io-complete-resolves-stored-repository	review	6893
maduin-test-pipeline-repo-landed-targets-integration-branch	pipeline	6912
maduin-test-pipeline-repo-land-refuses-invalid-repo-without-git	pipeline	6924
maduin-test-pipeline-task-landed-requires-exact-trailer	pipeline	6934
maduin-test-dispatch-completion-requires-task-provenance	dispatch	6948
maduin-test-dispatch-complete-passes-entry-repo-to-land-seams	dispatch	6982
maduin-test-dispatch-fan-out-starts-before-finishes-in-order	dispatch	7009
maduin-test-dispatch-fan-out-start-failure-isolated	dispatch	7025
maduin-test-dispatch-run-loop-fans-repos-and-isolates-holds	dispatch	7039
maduin-test-dispatch-run-loop-skips-failed-repo-once	dispatch	7087
maduin-test-dispatch-fan-out-zero-and-callback-error-finish-once	dispatch	7119
maduin-test-dispatch-repo-warning-ratelimit-and-success-reset	dispatch	7137
maduin-test-dispatch-run-loop-empty-registry-finishes-once	dispatch	7156
maduin-test-cockpit-repo-chips-order-limit-and-omission	cockpit	7177
maduin-test-cockpit-repo-header-preserves-single-repo-summary	cockpit	7201
maduin-test-cockpit-repo-at-point-resolves-row-repo	cockpit	7214
maduin-test-cockpit-inbox-repo-fallback-order	cockpit	7234
maduin-test-cockpit-inbox-refresh-binds-repo-root	cockpit	7257
maduin-test-final-repository-apis-refuse-nil-and-leave-no-legacy-symbols	final	7276
maduin-test-backcompat-single-repo-canned-snapshot-and-status-argv	backcompat	7356
maduin-test-backcompat-single-repo-ready-order-and-gate-hold	backcompat	7386
maduin-test-backcompat-single-repo-claim-show-close-propagate	backcompat	7422
maduin-test-multirepo-isolation-workspace-paths-use-distinct-roots	multirepo	7463
maduin-test-multirepo-isolation-land-target-and-provenance	multirepo	7474
maduin-test-multirepo-isolation-review-drift-stays-in-a	multirepo	7507
maduin-test-multirepo-isolation-failure-warns-once-b-dispatches	multirepo	7549
maduin-test-multirepo-isolation-global-cap-is-three-sessions	multirepo	7575
maduin-test-multirepo-isolation-cockpit-rows-are-contiguous	multirepo	7599
